"Portion_code","Portion_description","Start_date","End_date"
61154,"1 loaf (10-3/4"" long)",2017-01-01,2018-12-31
61155,"1 loaf (13"" long)",2017-01-01,2018-12-31
61156,"1 loaf (14"" long)",2017-01-01,2018-12-31
61157,"1 loaf (15 oz, 8"" x 5-3/4"" x 2-1/2"")",2017-01-01,2018-12-31
61158,"1 loaf (7-1/4"" x 4"" x 3-3/16"")",2017-01-01,2018-12-31
61159,"1 loaf (8"" x 4"" x 3-3/16"")",2017-01-01,2018-12-31
61160,"1 loaf (9"" x 5"" x 3"")",2017-01-01,2018-12-31
61161,"1 loaf cake (9"" x 5"")",2017-01-01,2018-12-31
61162,"1 lobster",2017-01-01,2018-12-31
61163,"1 lobster tail (8 oz), fresh (yield after cooking, shell removed)",2017-01-01,2018-12-31
61164,"1 lobster tail (8 oz), frozen (yield after cooking, shell removed)",2017-01-01,2018-12-31
61165,"1 lobster tail yields",2017-01-01,2018-12-31
61166,"1 lobster tail, fresh (8 oz) (yield after cooking, shell removed)",2017-01-01,2018-12-31
61167,"1 lobster yields",2017-01-01,2018-12-31
61168,"1 log",2017-01-01,2018-12-31
61169,"1 log (3"" x 1/2"" dia)",2017-01-01,2018-12-31
61170,"1 lollipop",2017-01-01,2018-12-31
61171,"1 lollipop (.5 oz)",2017-01-01,2018-12-31
61172,"1 long melon (15"" long x 7-1/2"" dia)",2017-01-01,2018-12-31
61173,"1 long type (2-1/3"" dia, 4-3/4"" long, raw)",2017-01-01,2018-12-31
61174,"1 long type (2-1/3"" dia, 4-3/4"" long, raw) yields",2017-01-01,2018-12-31
61175,"1 long type (twist) cruller (4-1/2"" long)",2017-01-01,2018-12-31
61176,"1 long type (twist) doughnut (4-1/2"" long)",2017-01-01,2018-12-31
61177,"1 long type (twist) doughnut (approx 5-1/4"" x 2-1/2"" x 1-1/2"" high)",2017-01-01,2018-12-31
61178,"1 lump, 2 cubes",2017-01-01,2018-12-31
61179,"1 lychee",2017-01-01,2018-12-31
61180,"1 lychee with liquid",2017-01-01,2018-12-31
61181,"1 mackerel",2017-01-01,2018-12-31
61182,"1 malasadas",2017-01-01,2018-12-31
61183,"1 manapua",2017-01-01,2018-12-31
61184,"1 mango",2017-01-01,2018-12-31
61185,"1 manicotti",2017-01-01,2018-12-31
61186,"1 matzo",2017-01-01,2018-12-31
61187,"1 matzo ball",2017-01-01,2018-12-31
61188,"1 meal",2017-01-01,2018-12-31
61189,"1 meal (10 oz)",2017-01-01,2018-12-31
61190,"1 meal (10.25 oz)",2017-01-01,2018-12-31
61191,"1 meal (10.5 oz)",2017-01-01,2018-12-31
61192,"1 meal (10.75 oz)",2017-01-01,2018-12-31
61193,"1 meal (11 oz)",2017-01-01,2018-12-31
61194,"1 meal (11.25 oz)",2017-01-01,2018-12-31
61195,"1 meal (11.5 oz)",2017-01-01,2018-12-31
61196,"1 meal (11.75 oz)",2017-01-01,2018-12-31
61197,"1 meal (12 oz)",2017-01-01,2018-12-31
61198,"1 meal (12.25 oz)",2017-01-01,2018-12-31
61199,"1 meal (12.4 oz)",2017-01-01,2018-12-31
61200,"1 meal (12.5 oz)",2017-01-01,2018-12-31
61201,"1 meal (12.75 oz)",2017-01-01,2018-12-31
61202,"1 meal (13 oz)",2017-01-01,2018-12-31
61203,"1 meal (13.25 oz)",2017-01-01,2018-12-31
61204,"1 meal (14 oz)",2017-01-01,2018-12-31
61205,"1 meal (15 oz)",2017-01-01,2018-12-31
61206,"1 meal (15.5 oz)",2017-01-01,2018-12-31
61207,"1 meal (15.75 oz)",2017-01-01,2018-12-31
61208,"1 meal (16 oz)",2017-01-01,2018-12-31
61209,"1 meal (16.5 oz)",2017-01-01,2018-12-31
61210,"1 meal (17 oz)",2017-01-01,2018-12-31
61211,"1 meal (17.75 oz )",2017-01-01,2018-12-31
61212,"1 meal (18.5 oz)",2017-01-01,2018-12-31
61213,"1 meal (19 oz)",2017-01-01,2018-12-31
61214,"1 meal (4.5 oz)",2017-01-01,2018-12-31
61215,"1 meal (5.2 oz)",2017-01-01,2018-12-31
61216,"1 meal (5.25 oz)",2017-01-01,2018-12-31
61217,"1 meal (5.5 oz)",2017-01-01,2018-12-31
61218,"1 meal (6 oz)",2017-01-01,2018-12-31
61219,"1 meal (6.25 oz)",2017-01-01,2018-12-31
61220,"1 meal (6.5 oz)",2017-01-01,2018-12-31
61221,"1 meal (6.75 oz)",2017-01-01,2018-12-31
61222,"1 meal (6.80 oz)",2017-01-01,2018-12-31
61223,"1 meal (7 oz)",2017-01-01,2018-12-31
61224,"1 meal (7.5 oz)",2017-01-01,2018-12-31
61225,"1 meal (8 oz)",2017-01-01,2018-12-31
61226,"1 meal (8.25 oz)",2017-01-01,2018-12-31
61227,"1 meal (8.5 oz)",2017-01-01,2018-12-31
61228,"1 meal (8.75 oz)",2017-01-01,2018-12-31
61229,"1 meal (9 oz)",2017-01-01,2018-12-31
61230,"1 meal (9.1 oz)",2017-01-01,2018-12-31
61231,"1 meal (9.125 oz)",2017-01-01,2018-12-31
61232,"1 meal (9.25 oz)",2017-01-01,2018-12-31
61233,"1 meal (9.5 oz)",2017-01-01,2018-12-31
61234,"1 meal (9.625 oz)",2017-01-01,2018-12-31
61235,"1 meal (9.75 oz)",2017-01-01,2018-12-31
61236,"1 meatball",2017-01-01,2018-12-31
61237,"1 meatball with sauce",2017-01-01,2018-12-31
61238,"1 medium",2017-01-01,2018-12-31
61239,"1 medium  (2-3/4"" dia) (approx 3 per lb)",2017-01-01,2018-12-31
61240,"1 medium (1-1/2"" x 3/4"" x 5/8"")",2017-01-01,2018-12-31
61241,"1 medium (1-1/4"" dia)",2017-01-01,2018-12-31
61242,"1 medium (1-3/4"" dia)",2017-01-01,2018-12-31
61243,"1 medium (11-1/2"" dia)",2017-01-01,2018-12-31
61244,"1 medium (2"" dia x 5"" long)",2017-01-01,2018-12-31
61245,"1 medium (2"" dia x 5"" long, raw)",2017-01-01,2018-12-31
61246,"1 medium (2"" dia)",2017-01-01,2018-12-31
61247,"1 medium (include Keebler Pecan Sandies; Pepperidge Farm Shortbread)",2017-01-01,2018-12-31
61248,"1 medium (2"" dia, 5"" long, raw)",2017-01-01,2018-12-31
61249,"1 medium (2-1/2"" dia)",2017-01-01,2018-12-31
61250,"1 medium (2-1/2"" dia) (approx 4 per lb)",2017-01-01,2018-12-31
61251,"1 medium (2-1/4"" dia)",2017-01-01,2018-12-31
61252,"1 medium (2-1/4"" to 3"" dia, raw)",2017-01-01,2018-12-31
61253,"1 medium (2-1/4"" to 3"" dia, raw) yields",2017-01-01,2018-12-31
61254,"1 medium whole (2-3/5"" dia)",2017-01-01,2018-12-31
61255,"1 medium (2-3/8"" dia)",2017-01-01,2018-12-31
61256,"1 medium (2-5/8"" dia)",2017-01-01,2018-12-31
61257,"1 medium (3"" dia)",2017-01-01,2018-12-31
61258,"1 medium (3-3/4"" dia)",2017-01-01,2018-12-31
61259,"1 medium (3-3/4"" long)",2017-01-01,2018-12-31
61260,"1 medium (3-5/8"" long)",2017-01-01,2018-12-31
61261,"1 medium (3/4"" to 1"" dia)",2017-01-01,2018-12-31
61262,"1 medium (4 lb, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
61263,"1 medium (4"" x 2-1/2"" x 1/2"")",2017-01-01,2018-12-31
61264,"1 medium (4-1/8"" long)",2017-01-01,2018-12-31
61265,"1 medium (4-3/4"" long)",2017-01-01,2018-12-31
61266,"1 medium (5 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
61267,"1 medium (5 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
61268,"1 medium (5-1/4"" long)",2017-01-01,2018-12-31
61269,"1 medium (5-1/8"" long x 3"" dia)",2017-01-01,2018-12-31
61270,"1 medium (5.5 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
61271,"1 medium (5.5 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
61272,"1 medium (6 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
61273,"1 medium (6 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
61274,"1 medium (6-1/2"" long)",2017-01-01,2018-12-31
61275,"1 medium (6.5 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
61276,"1 medium (6.5 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
61277,"1 medium (7 1/2""-8"" long)",2017-01-01,2018-12-31
61278,"1 medium (7 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
61279,"1 medium (7 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
61280,"1 medium (8"" long)",2017-01-01,2018-12-31
61281,"1 medium (8-3/4"" long)",2017-01-01,2018-12-31
61282,"1 medium (approx 2"" - 2-1/2"" square or 2"" - 2-1/2"" dia)",2017-01-01,2018-12-31
61283,"1 medium (approx 2"" dia)",2017-01-01,2018-12-31
61284,"1 medium (approx 2-3/4"" long, 2-1/2"" dia)",2017-01-01,2018-12-31
61285,"1 medium (approx 2-5/8"" dia)",2017-01-01,2018-12-31
61286,"1 medium (approx 5"" dia)",2017-01-01,2018-12-31
61289,"1 medium (include Keebler Magic Middles)",2017-01-01,2018-12-31
61290,"1 medium (include Margherite)",2017-01-01,2018-12-31
61292,"1 medium Atlantic cod (yield after cooking, bone removed)",2017-01-01,2018-12-31
61293,"1 medium Chimichanga",2017-01-01,2018-12-31
61294,"1 medium Frosty",2017-01-01,2018-12-31
61295,"1 medium McDonald's shake (16 fl oz)",2017-01-01,2018-12-31
61296,"1 medium Pacific cod (yield after cooking, bone removed)",2017-01-01,2018-12-31
61297,"1 medium apple",2017-01-01,2018-12-31
61298,"1 medium apple yields",2017-01-01,2018-12-31
61299,"1 medium back (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
61300,"1 medium back (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
61301,"1 medium back (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
61302,"1 medium back (yield after cooking, bone removed)",2017-01-01,2018-12-31
61303,"1 medium bar (1-1/2"" long, 1-3/8"" wide)",2017-01-01,2018-12-31
61304,"1 medium bar (2"" square)",2017-01-01,2018-12-31
61305,"1 medium bar (2"" x 1-1/4"" x 1"")",2017-01-01,2018-12-31
61306,"1 medium bass (yield after cooking, bone removed)",2017-01-01,2018-12-31
61307,"1 medium blowfish, boneless (yield after cooking)",2017-01-01,2018-12-31
61308,"1 medium blue (Atlantic) (6 oz live wt) (yield after cooking, shell removed)",2017-01-01,2018-12-31
61309,"1 medium bream (yield after cooking, bone removed)",2017-01-01,2018-12-31
61310,"1 medium bullhead (yield after cooking, bone removed)",2017-01-01,2018-12-31
61311,"1 medium burrito",2017-01-01,2018-12-31
61312,"1 medium butterfish (yield after cooking, bone removed)",2017-01-01,2018-12-31
61313,"1 medium can (15 oz)",2017-01-01,2018-12-31
61314,"1 medium carp (yield after cooking, bone removed)",2017-01-01,2018-12-31
61315,"1 medium catfish (yield after cooking, bone removed)",2017-01-01,2018-12-31
61316,"1 medium chappatti or roti (7"")",2017-01-01,2018-12-31
61317,"1 medium cookie (1-1/2"" dia)",2017-01-01,2018-12-31
61318,"1 medium cookie (1-3/4"" dia)",2017-01-01,2018-12-31
61319,"1 medium cookie (1-5/8"" dia)",2017-01-01,2018-12-31
61320,"1 medium cookie (2"" dia)",2017-01-01,2018-12-31
61321,"1 medium cookie (2-1/2"" dia)",2017-01-01,2018-12-31
61322,"1 medium cookie (2-1/4"" dia)",2017-01-01,2018-12-31
61323,"1 medium cookie (2-1/8"" dia)",2017-01-01,2018-12-31
61324,"1 medium cookie (2-3/4"" dia)",2017-01-01,2018-12-31
61325,"1 medium cookie (3"" dia)",2017-01-01,2018-12-31
61326,"1 medium cookie (3"" x 1"")",2017-01-01,2018-12-31
61327,"1 medium crab (yield after cooking)",2017-01-01,2018-12-31
61328,"1 medium crab, NFS (yield after cooking, shell removed)",2017-01-01,2018-12-31
61329,"1 medium crappie (yield after cooking, bone removed)",2017-01-01,2018-12-31
61330,"1 medium croaker (yield after cooking, bone removed)",2017-01-01,2018-12-31
61331,"1 medium cruller (3-1/4"" dia)",2017-01-01,2018-12-31
61332,"1 medium cut (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
61333,"1 medium cut (yield after cooking, bone removed)",2017-01-01,2018-12-31
61336,"1 medium doughnut (3-1/4"" dia)",2017-01-01,2018-12-31
61337,"1 medium doughnut (approx 3-3/4"" dia)",2017-01-01,2018-12-31
61338,"1 medium drumstick (approx 14 to 18 lb bird) (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
61339,"1 medium drumstick (approx 14 to 18 lb bird) (yield after cooking, bone removed)",2017-01-01,2018-12-31
61340,"1 medium drumstick (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
61341,"1 medium drumstick (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
61342,"1 medium drumstick (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
61343,"1 medium drumstick (yield after cooking, bone removed)",2017-01-01,2018-12-31
61344,"1 medium dumpling",2017-01-01,2018-12-31
61345,"1 medium ear (6-3/4"" to 7-1/2"" long)",2017-01-01,2018-12-31
61346,"1 medium egg",2017-01-01,2018-12-31
61347,"1 medium egg (4 oz)",2017-01-01,2018-12-31
61348,"1 medium eggplant",2017-01-01,2018-12-31
61349,"1 medium fillet (5"" x 1-3/4"" x 1/4"")",2017-01-01,2018-12-31
61350,"1 medium flounder (yield after cooking, bone removed)",2017-01-01,2018-12-31
61351,"1 medium globe",2017-01-01,2018-12-31
61352,"1 medium haddock (yield after cooking, bone removed)",2017-01-01,2018-12-31
61353,"1 medium head",2017-01-01,2018-12-31
61354,"1 medium head (5-6"" dia)",2017-01-01,2018-12-31
61355,"1 medium head (6"" dia)",2017-01-01,2018-12-31
61356,"1 medium head (about 5"" dia)",2017-01-01,2018-12-31
61357,"1 medium head (about 5-3/4"" dia)",2017-01-01,2018-12-31
61358,"1 medium head, endive",2017-01-01,2018-12-31
61359,"1 medium head, romaine",2017-01-01,2018-12-31
61360,"1 medium herring (yield after cooking, bone removed)",2017-01-01,2018-12-31
61361,"1 medium kingfish steak",2017-01-01,2018-12-31
61362,"1 medium leaf",2017-01-01,2018-12-31
61363,"1 medium leg (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
61364,"1 medium leg (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
61365,"1 medium leg (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
61366,"1 medium leg (yield after cooking, bone removed)",2017-01-01,2018-12-31
61367,"1 medium liver",2017-01-01,2018-12-31
61368,"1 medium lobster (2.5 lb live weight) (yield after cooking, shell removed)",2017-01-01,2018-12-31
61369,"1 medium meatball",2017-01-01,2018-12-31
61370,"1 medium melon (about 5"" dia)",2017-01-01,2018-12-31
61371,"1 medium menpachi (yield after cooking, bone removed)",2017-01-01,2018-12-31
61372,"1 medium mullet (yield after cooking, bone removed)",2017-01-01,2018-12-31
61373,"1 medium mussel",2017-01-01,2018-12-31
61374,"1 medium pancake (5"" dia)",2017-01-01,2018-12-31
61375,"1 medium patty",2017-01-01,2018-12-31
61376,"1 medium patty (4 oz, raw, 4 patties per lb) (yield after cooking)",2017-01-01,2018-12-31
61377,"1 medium patty (raw dimensions: 3-7/8"" dia x 1/4"" thick), cooked",2017-01-01,2018-12-31
61378,"1 medium patty with gravy",2017-01-01,2018-12-31
61379,"1 medium pear (approx 2-1/2 per lb)",2017-01-01,2018-12-31
61380,"1 medium pepper (2-3/4"" long, 2-1/2"" dia)",2017-01-01,2018-12-31
61381,"1 medium perch (yield after cooking, bone removed)",2017-01-01,2018-12-31
61382,"1 medium piece",2017-01-01,2018-12-31
61383,"1 medium piece (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
61384,"1 medium piece (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
61385,"1 medium piece (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
61386,"1 medium piece (yield after cooking, bone removed)",2017-01-01,2018-12-31
61387,"1 medium piece with sauce",2017-01-01,2018-12-31
61388,"1 medium pita (5-1/4"" dia)",2017-01-01,2018-12-31
61389,"1 medium pizza (13"" dia)",2017-01-01,2018-12-31
61390,"1 medium porgy (yield after cooking, bone removed)",2017-01-01,2018-12-31
61391,"1 medium rib (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
61392,"1 medium rib (yield after cooking, bone removed)",2017-01-01,2018-12-31
61393,"1 medium roll-up cookie",2017-01-01,2018-12-31
61394,"1 medium salmon steak (5/8"" thick)",2017-01-01,2018-12-31
61395,"1 medium sandwich",2017-01-01,2018-12-31
61396,"1 medium scoop/dip",2017-01-01,2018-12-31
61397,"1 medium shrimp (shelled)",2017-01-01,2018-12-31
61398,"1 medium slice",2017-01-01,2018-12-31
61399,"1 medium slice (1 oz)",2017-01-01,2018-12-31
61400,"1 medium slice (1/4"" thick)",2017-01-01,2018-12-31
61401,"1 medium slice (1/8"" thick)",2017-01-01,2018-12-31
61402,"1 medium slice (4"" x 4"" x 3/32"") (1 oz)",2017-01-01,2018-12-31
61403,"1 medium slice (4-1/2"" dia x 1/8"" thick)",2017-01-01,2018-12-31
61404,"1 medium slice (4-1/2"" dia x 1/8"" thick) (1 oz)",2017-01-01,2018-12-31
61405,"1 medium slice (4-3/4"" x 4"" x 1/2"")",2017-01-01,2018-12-31
61406,"1 medium slice (approx 2"" x 1-1/2"" x 1/4"")",2017-01-01,2018-12-31
61407,"1 medium slice (approx 3"" dia x 1/4"")",2017-01-01,2018-12-31
61408,"1 medium slice (approx 3"" x 2"" x 1/4"")",2017-01-01,2018-12-31
61409,"1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")",2017-01-01,2018-12-31
61410,"1 medium slice (yield after cooking)",2017-01-01,2018-12-31
61411,"1 medium slice (yield after cooking, fat removed)",2017-01-01,2018-12-31
61412,"1 medium slice, prepackaged (approx 4-1/8 x 4-1/8 x 1/8)",2017-01-01,2018-12-31
61413,"1 medium slurpee (16 fl oz cup)",2017-01-01,2018-12-31
61414,"1 medium snapper (yield after cooking, bone removed)",2017-01-01,2018-12-31
61415,"1 medium spear",2017-01-01,2018-12-31
61416,"1 medium spiny or rock lobster (2.5 lb live weight) (yield after cooking, shell removed)",2017-01-01,2018-12-31
61417,"1 medium spot (yield after cooking, bone removed)",2017-01-01,2018-12-31
61418,"1 medium stalk (7-1/2"" - 8"" long)",2017-01-01,2018-12-31
61419,"1 medium steak",2017-01-01,2018-12-31
61420,"1 medium steak (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
61421,"1 medium steak (yield after cooking, bone removed)",2017-01-01,2018-12-31
61422,"1 medium stick (6-3/4"" long)",2017-01-01,2018-12-31
61423,"1 medium stick (approx 4-3/4"" long)",2017-01-01,2018-12-31
61424,"1 medium stick or slice",2017-01-01,2018-12-31
61425,"1 medium strip or stick",2017-01-01,2018-12-31
61426,"1 medium submarine, hoagie roll",2017-01-01,2018-12-31
61427,"1 medium thigh (approx 14 to 18 lb bird) (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
61428,"1 medium thigh (approx 14 to 18 lb bird) (yield after cooking, bone removed)",2017-01-01,2018-12-31
61429,"1 medium thigh (yield after bone and skin removed)",2017-01-01,2018-12-31
61430,"1 medium thigh (yield after bone removed)",2017-01-01,2018-12-31
61431,"1 medium thigh (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
61432,"1 medium thigh (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
61433,"1 medium thigh (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
61434,"1 medium thigh (yield after cooking, bone removed)",2017-01-01,2018-12-31
61435,"1 medium tortilla (approx 6"" dia)",2017-01-01,2018-12-31
61436,"1 medium tortilla (approx 8"" dia)",2017-01-01,2018-12-31
61437,"1 medium tostone (4"" x 2-1/2"" x 1/4"")",2017-01-01,2018-12-31
61438,"1 medium trout (yield after cooking, bone removed)",2017-01-01,2018-12-31
61439,"1 medium wafer (1-5/8"" dia)",2017-01-01,2018-12-31
61440,"1 wafer or rosette",2017-01-01,2018-12-31
61441,"1 medium wedge (1/8 of medium melon)",2017-01-01,2018-12-31
61442,"1 medium whiting (yield after cooking, bone removed)",2017-01-01,2018-12-31
61443,"1 medium wing (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
61444,"1 medium wing (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
61445,"1 medium wing (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
61446,"1 medium wing (yield after cooking, bone removed)",2017-01-01,2018-12-31
61447,"1 medium, Gherkin (2-3/4"" long)",2017-01-01,2018-12-31
61448,"1 medium, breaded (6.5 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
61449,"1 medium, breaded (6.5 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
61450,"1 melba round",2017-01-01,2018-12-31
61451,"1 melon",2017-01-01,2018-12-31
61452,"1 melon (5-1/4"" dia)",2017-01-01,2018-12-31
61453,"1 melon (6"" - 7"" dia)",2017-01-01,2018-12-31
61454,"1 melon (9-3/8"" x 1-1/2"" dia) yields",2017-01-01,2018-12-31
61455,"1 meringue",2017-01-01,2018-12-31
61456,"1 microwave cup, prepared",2017-01-01,2018-12-31
61457,"1 midgee roll (.23 oz)",2017-01-01,2018-12-31
61458,"1 midget, Gherkin (2-1/8"" long)",2017-01-01,2018-12-31
61459,"1 milkshake (10 fl oz)",2017-01-01,2018-12-31
61460,"1 mini croissant",2017-01-01,2018-12-31
61461,"1 mini doughnut (1-1/2"" dia)",2017-01-01,2018-12-31
61462,"1 mini doughnut (1-1/2"" dia) or doughnut hole",2017-01-01,2018-12-31
61463,"1 mini drum",2017-01-01,2018-12-31
61464,"1 mini round (1-3/4"" dia)",2017-01-01,2018-12-31
61465,"1 mini square (1-1/2"" square)",2017-01-01,2018-12-31
